gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
23232,The Servant Problem,"Young, Robert F.",25767,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
23292,Ted and the Telephone,"Bassett, Sara Ware",2534,en,Children's Fiction/Category: Children & Young Adult Reading/Category: Novels,Public domain in the USA.,TRUE
23301,Each Man Kills,"Glad, Victoria",25795,en,"Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
23308,The White Feather Hex,"Peterson, Don",25798,en,"Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Mythology, Legends & Folklore",Public domain in the USA.,TRUE
23335,Unwise Child,"Garrett, Randall",25267,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
23337,Tight Squeeze,"Ing, Dean",25806,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
23339,Indirection,"Cole, Everett B.",25329,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
23379,Old Mr. Wiley,"La Spina, Greye",25816,en,Science Fiction/Science Fiction by Women/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
23408,Far from Home,"Taylor, J. A.",25830,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
23426,The Last Place on Earth,"Harmon, Jim",35040,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
23429,On Handling the Data,"Mayfield, M. I.",25838,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Essays, Letters & Speeches",Public domain in the USA.,TRUE
23443,Unspecialist,"Yaco, Murray F.",25843,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
23509,The Beast of Space,"Hardart, F. E.",25888,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
23534,...Or Your Money Back,"Garrett, Randall",25267,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels/Category: American Literature",Public domain in the USA.,TRUE
23535,The Invaders,"Ferris, Benjamin",25900,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: American Literature,Public domain in the USA.,TRUE
23568,The Mississippi Saucer,"Long, Frank Belknap",25911,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
23571,General Max Shorter,"Neville, Kris",25913,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
23588,A Filbert Is a Nut,"Raphael, Rick",8476,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
23591,I Was a Teen-Age Secret Weapon,"Sabia, Richard",25928,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
23592,Breakaway,"Gimble, Stanley",25929,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
23599,The Big Fix,"Smith, George O. (George Oliver)",8137,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
23625,The Magic Pudding,"Lindsay, Norman",1588,en,Australia/Children's Fiction/Category: Children & Young Adult Reading/Category: Humour/Category: Adventure,Public domain in the USA.,TRUE
23651,Test Rocket!,"Douglas, Jack",25961,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
23661,The Book of Dragons,"Nesbit, E. (Edith)",407,en,Children's Literature/Category: Short Stories/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: British Literature,Public domain in the USA.,TRUE
23669,Summit,"Reynolds, Mack",25744,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
23678,Tales of Fantasy and Fact,"Matthews, Brander",1992,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
23688,The Indulgence of Negu Mah,"Arthur, Robert",25995,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
23762,Blessed are the meek,"Edmondson, G. C.",26019,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
23767,The Talkative Tree,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
23790,The Ultimate Weapon,"Campbell, John W., Jr. (John Wood)",9112,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
23799,Cry from a Far Planet,"Godwin, Tom",25402,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
23831,The Seed of the Toc-Toc Birds,"Weiss, George Henry",26064,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
23868,Vanishing Point,"Beck, C. C. (Charles Clarence)",26097,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
23889,Charley de Milo,"Janifer, Laurence M.",25268,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
23920,A Matter of Proportion,"Walker, Anne",26130,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
23928,The short life,"Donovan, Francis",26133,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
23929,Revolution,"Reynolds, Mack",25744,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
23930,Beyond Pandora,"Martin, Robert J.",26134,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24101,Egocentric Orbit,"Cory, John",26250,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24118,"We Didn't Do Anything Wrong, Hardly","Kuykendall, Roger",26260,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour/Category: American Literature,Public domain in the USA.,TRUE
24119,Make Mine Homogenized,"Raphael, Rick",8476,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
24121,As Long As You Wish,"O'Keefe, John",26261,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Language & Communication/Category: Philosophy & Ethics,Public domain in the USA.,TRUE
24122,Pushbutton War,"Martino, Joseph Paul",26262,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24150,Disturbing Sun,"Richardson, Robert S. (Robert Shirley)",26276,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24151,The Sky Trap,"Long, Frank Belknap",25911,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24152,The Guardians,"Cox, Irving E.",31427,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24161,All Day September,"Kuykendall, Roger",26260,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24180,Alarm Clock,"Cole, Everett B.",25329,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24187,A Transmutation of Muddles,"Fyfe, H. B. (Horace Bowne)",25276,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24189,Something Will Turn Up,"Mason, David",26303,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
24192,The First One,"Kastle, Herbert D.",26307,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24196,Victory,"Del Rey, Lester",8240,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24221,The Untouchable,"Kallis, Stephen A.",26321,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24246,Greener Than You Think,"Moore, Ward",26345,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
24277,Card Trick,"Berryman, John",33947,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24278,The Green Beret,"Purdom, Tom",26375,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24282,Attrition,"Wannamaker, Jim",26378,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24283,"Down the River; Or, Buck Bradford and His Tyrants","Optic, Oliver",260,en,Children's Fiction/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
24375,Wizard,"Janifer, Laurence M.",25268,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
24380,Shock Absorber,"Von Wald, E. G.",26447,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery",Public domain in the USA.,TRUE
24382,Vigorish,"Berryman, John",33947,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24392,Cat and Mouse,"Williams, Ralph",26453,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24395,The Winds of Time,"Schmitz, James H.",24957,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24397,Hex,"Janifer, Laurence M.",25268,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24399,Criminal Negligence,"McComas, J. Francis",26460,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24418,The Quantum Jump,"Wicks, Robert",26470,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24459,The Lost Princess of Oz,"Baum, L. Frank (Lyman Frank)",42,en,Children's Literature/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
24495,The Golden Judge,"Gordon, Nathaniel",26529,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
24517,Accidental Death,"Baily, Peter",26548,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24543,The Circuit Riders,"FitzPatrick, R. C.",26570,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24558,Watch the Sky,"Schmitz, James H.",24957,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24566,Faithfully Yours,"Tabakow, Lou",26583,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
24567,Blind Man's Lantern,"Lang, Allen Kim",26584,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24655,Tinker's Dam,"Tinker, Joseph",26650,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24721,Operation Haystack,"Herbert, Frank",25754,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24737,The Children of Odin: The Book of Northern Myths,"Colum, Padraic",893,en,"Paganism/Children's Myths, Fairy Tales, etc./Category: Mythology, Legends & Folklore",Public domain in the USA.,TRUE
24750,"Mizora: A Prophecy
A MSS. Found Among the Private Papers of the Princess Vera Zarovitch","Lane, Mary E. Bradley",26713,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24791,The Marooner,"Stearns, Charles A.",26736,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24792,The Alternate Plan,"Maddren, Gerry",26737,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24864,The Great Potlatch Riots,"Lang, Allen Kim",26584,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
24865,The Premiere,"Sabia, Richard",25928,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24870,"The Stars, My Brothers","Hamilton, Edmond",26787,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24913,The Monster,"Tenneshaw, S. M.",26807,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24927,A Matter of Magnitude,"Sevcik, Al",26818,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24928,Longevity,"Windser, Therese",26819,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24949,Control Group,"Aycock, Roger D.",25679,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
24955,Man Made,"Teichner, Albert",24789,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Philosophy & Ethics,Public domain in the USA.,TRUE
24958,Second Landing,"Wallace, F. L. (Floyd L.)",26832,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24965,The Deadly Daughters,"Marks, Winston K. (Winston Kinney)",26841,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24966,Survival Tactics,"Sevcik, Al",26818,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
24973,The Sun King,"Derreaux, Gaston",26851,en,"Science Fiction/Category: Historical Novels/Category: Science-Fiction & Fantasy/Category: Novels/Category: Mythology, Legends & Folklore",Public domain in the USA.,TRUE
24975,The Gift Bearer,"Fontenay, Charles L.",9500,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
24977,The Perfectionists,"Castle, Arnold",26853,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
25024,The Night of the Long Knives,"Leiber, Fritz",25421,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
25035,The Happy Unfortunate,"Silverberg, Robert",28358,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
25067,The Planet Strappers,"Gallun, Raymond Z. (Raymond Zinke)",28382,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
25078,No Moving Parts,"Yaco, Murray F.",25843,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour,Public domain in the USA.,TRUE
25086,The Delegate from Venus,"Slesar, Henry",28398,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
25295,"Pharaoh's Broker
Being the Very Remarkable Experiences in Another World of Isidor Werner","Douglass, Ellsworth",31224,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
25438,The Airlords of Han,"Nowlan, Philip Francis",31334,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
25496,"New Treasure Seekers; Or, The Bastable Children in Search of a Fortune","Nesbit, E. (Edith)",407,en,Children's Literature/Category: Children & Young Adult Reading/Category: Humour/Category: Adventure/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
25564,The Water-Babies: A Fairy Tale for a Land-Baby,"Kingsley, Charles",344,en,Children's Literature,Public domain in the USA.,TRUE
25567,Impact,"Cox, Irving E.",31427,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
25581,Rinkitink in Oz,"Baum, L. Frank (Lyman Frank)",42,en,Children's Literature/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
25627,The Hunted Heroes,"Silverberg, Robert",28358,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
25628,The Nothing Equation,"Godwin, Tom",25402,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
25629,Postmark Ganymede,"Silverberg, Robert",28358,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
25684,A World Called Crimson,"Marlowe, Stephen",32369,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
25776,This Crowded Earth,"Bloch, Robert",31575,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
25862,The Chamber of Life,"Peyton, Green",31621,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26010,Valley of the Croen,"Tarbell, Lee",31734,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
26066,The Cosmic Express,"Williamson, Jack",31775,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
26093,The Memory of Mars,"Jones, Raymond F.",25386,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
26140,Security,"Kenyon, Ernest M.",31818,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
26168,The Success Machine,"Slesar, Henry",28398,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
26180,Mother America,"McClatchie, Sam",31851,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26190,A Choice of Miracles,"Cox, James A.",31858,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
26191,Citadel,"Budrys, Algis",25613,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26205,"Next Door, Next World","Locke, Robert Donald",31862,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
26206,Pandemic,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26332,A Prize for Edie,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
26521,Earthmen Bearing Gifts,"Brown, Fredric",32063,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
26536,The Good Neighbors,"Pangborn, Edgar",32078,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: American Literature,Public domain in the USA.,TRUE
26569,Monkey On His Back,"De Vet, Charles V.",32106,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26743,The Putnam Tradition,"Dorman, Sonya",32217,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26751,Cully,"Egan, Jack",32222,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26761,Cerebrum,"Teichner, Albert",24789,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26772,A Question of Courage,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26782,It Could Be Anything,"Laumer, Keith",24817,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26795,Get out of our skies!,"Slesar, Henry",28398,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26843,The Dope on Mars,"Sharkey, Jack",32269,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
26855,Hard Guy,"Browne, Howard",35119,en,"Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery",Public domain in the USA.,TRUE
26856,Solander's Radio Tomb,"Butler, Ellis Parker",585,en,Science Fiction/Category: Short Stories/Category: Humour,Public domain in the USA.,TRUE
26867,John Jones's Dollar,"Keeler, Harry Stephen",32286,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
26882,"Omega, the Man","Morrow, Lowell Howard",32298,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26883,The Sword and the Atopen,"Greenfield, Taylor H.",32300,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26890,The Rat Racket,"Keller, David H. (David Henry)",32308,en,"Science Fiction/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
26906,The Jameson Satellite,"Jones, Neil R.",32321,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26917,Zehru of Xollar,"Wells, Hal K.",32327,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26936,The Gallery,"Phillips, Rog",34753,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26941,Wanted—7 Fearless Engineers!,"Tremaine, Frederick Orlin",32349,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
26955,Advanced Chemistry,"Huekels, Jack G.",32359,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
26956,Alien Offer,"Sevcik, Al",26818,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26957,Star Mother,"Young, Robert F.",25767,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
26966,A Place in the Sun,"Marlowe, Stephen",32369,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
26967,The Coming of the Ice,"Peyton, Green",31621,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
26968,Summer Snow Storm,"Marlowe, Stephen",32369,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Romance/Category: Humour/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
26989,"B. C. 30,000","Meek, S. P. (Sterner St. Paul)",25130,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
27013,Hellhounds of the Cosmos,"Simak, Clifford D.",25185,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
27019,My Shipmate—Columbus,"Marlowe, Stephen",32369,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
27053,The Day Time Stopped Moving,"Repp, Ed Earl",32417,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
27089,The Risk Profession,"Westlake, Donald E.",32451,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
27110,The Eternal Wall,"Gallun, Raymond Z. (Raymond Zinke)",28382,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
27143,The Cavern of the Shining Ones,"Wells, Hal K.",32327,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
27248,The Raid on the Termites,"Ernst, Paul",25157,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy/Category: Adventure,Public domain in the USA.,TRUE
27307,"The Last American
A Fragment from The Journal of Khan-li, Prince of Dimph-Yoo-Chur and Admiral in the Persian Navy","Mitchell, John Ames",2484,en,Precursors of Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
27383,Master of None,"Goble, Neil",32660,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Humour/Category: Novels,Public domain in the USA.,TRUE
27392,Lease to Doomsday,"Archer, Lee",32668,en,"Science Fiction/Category: Science-Fiction & Fantasy/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
27444,Starman's Quest,"Silverberg, Robert",28358,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
27464,A Scientist Rises,"Hall, Desmond Winter",32702,en,Science Fiction/Astounding Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
27491,Unthinkable,"Phillips, Rog",34753,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
27492,Upstarts,"Stecher, L. J., Jr.",32723,en,Science Fiction/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
27588,The Jupiter Weapon,"Fontenay, Charles L.",9500,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
27595,Eight Keys to Eden,"Clifton, Mark",25374,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
27609,The Undersea Tube,"Hansen, L. Taylor (Lucile Taylor)",32793,en,Science Fiction/Science Fiction by Women/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
27631,Dead World,"Douglas, Jack",25961,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
27645,The Beginning,"Hasse, Henry",32816,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
27665,Junior Achievement,"Lee, William M.",32832,en,Science Fiction/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
27696,A Fine Fix,"Noll, Ray C.",32853,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
27730,The Doomsman,"Sutphen, Van Tassel",1288,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
27756,Revenge,"Porges, Arthur",32890,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
27797,Vital Ingredient,"Vance, Gerald",32968,en,Science Fiction/Category: Short Stories/Category: Science-Fiction & Fantasy,Public domain in the USA.,TRUE
27827,"The Kama Sutra of Vatsyayana
Translated From the Sanscrit in Seven Parts With Preface, Introduction and Concluding Remarks",Vatsyayana,5593,en,"Sociology/Erotic Fiction/Banned Books from Anne Haight's list/Category: Mythology, Legends & Folklore/Category: Philosophy & Ethics/Category: Sexuality & Erotica",Public domain in the USA.,TRUE
27921,The Love of Frank Nineteen,"Knight, David C.",33014,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Romance,Public domain in the USA.,TRUE
