gutenberg_id,title,author,gutenberg_author_id,language,gutenberg_bookshelf,rights,has_text
1282,"Tom Swift Among the Diamond Makers; Or, The Secret of Phantom Mountain","Appleton, Victor",267,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
1283,"Tom Swift and His Wizard Camera; Or, Thrilling Adventures While Taking Moving Pictures","Appleton, Victor",267,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
1284,"Tom Swift and His Air Scout; Or, Uncle Sam's Mastery of the Sky","Appleton, Victor",267,en,Children's Book Series/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
1290,Salammbo,"Flaubert, Gustave",574,en,Historical Fiction/Banned Books from Anne Haight's list/Category: Historical Novels/Category: Novels/Category: French Literature,Public domain in the USA.,TRUE
1329,A Voyage to Arcturus,"Lindsay, David",604,en,Science Fiction/Best Books Ever Listings/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
1353,Off on a Comet! a Journey through Planetary Space,"Verne, Jules",60,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
1354,Chronicles of Avonlea,"Montgomery, L. M. (Lucy Maud)",36,en,Canada/Children's Literature/Category: Short Stories/Category: British Literature,Public domain in the USA.,TRUE
1359,A Guide to the Best Historical Novels and Tales,"Nield, Jonathan",617,en,Historical Fiction/Harvard Classics/Category: Encyclopedias/Dictionaries/Reference,Public domain in the USA.,TRUE
1366,The Cloister and the Hearth,"Reade, Charles",618,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
1375,New Chronicles of Rebecca,"Wiggin, Kate Douglas Smith",266,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
1377,The Talisman,"Scott, Walter",59,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
1396,"Rienzi, the Last of the Roman Tribunes","Lytton, Edward Bulwer Lytton, Baron",761,en,Historical Fiction/Category: Historical Novels/Category: Novels,Public domain in the USA.,TRUE
1448,Heidi,"Spyri, Johanna",2491,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels,Public domain in the USA.,TRUE
1460,The Black Dwarf,"Scott, Walter",59,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
1550,"A Lady of Quality
Being a Most Curious, Hitherto Unknown History, as Related by Mr. Isaac Bickerstaff but Not Presented to the World of Fashion Through the Pages of The Tatler, and Now for the First Time Written Down","Burnett, Frances Hodgson",73,en,"Historical Fiction/Bestsellers, American, 1895-1923/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
1563,The Crystal Stopper,"Leblanc, Maurice",1358,en,"Crime Fiction/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
1565,The Last Days of Pompeii,"Lytton, Edward Bulwer Lytton, Baron",761,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: Classics of Literature,Public domain in the USA.,TRUE
1607,A Journey in Other Worlds: A Romance of the Future,"Astor, John Jacob",671,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
1631,"A Monk of Fife
Being the Chronicle Written by Norman Leslie of Pitcullo, Concerning Marvellous Deeds That Befell in the Realm of France, in the Years of Our Redemption, MCCCCXXIX-XXXI","Lang, Andrew",79,en,Historical Fiction/Category: Historical Novels/Category: Novels,Public domain in the USA.,TRUE
1651,The Mystery of Orcival,"Gaboriau, Emile",172,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: French Literature",Public domain in the USA.,TRUE
1685,The Mystery of the Yellow Room,"Leroux, Gaston",112,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: French Literature",Public domain in the USA.,TRUE
1686,The Secret of the Night,"Leroux, Gaston",112,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
1703,Dead Men Tell No Tales,"Hornung, E. W. (Ernest William)",364,en,Crime Fiction/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
1748,Other People's Money,"Gaboriau, Emile",172,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: French Literature",Public domain in the USA.,TRUE
1837,The Prince and the Pauper,"Twain, Mark",53,en,Historical Fiction/Category: Historical Novels/Category: Children & Young Adult Reading/Category: Classics of Literature/Category: British Literature,Public domain in the USA.,TRUE
1848,Montezuma's Daughter,"Haggard, H. Rider (Henry Rider)",365,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
1860,"Westward Ho! Or, The Voyages and Adventures of Sir Amyas Leigh, Knight, of Burrough, in the County of Devon, in the Reign of Her Most Glorious Majesty Queen Elizabeth","Kingsley, Charles",344,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
1872,The Red House Mystery,"Milne, A. A. (Alan Alexander)",730,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
1874,The Railway Children,"Nesbit, E. (Edith)",407,en,Children's Literature/Children's Fiction/Category: Children & Young Adult Reading/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
1896,Under the red robe,"Weyman, Stanley John",742,en,Historical Fiction/Category: Historical Novels/Category: Adventure,Public domain in the USA.,TRUE
1921,The Chouans,"Balzac, Honoré de",251,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: French Literature,Public domain in the USA.,TRUE
1937,The Second Jungle Book,"Kipling, Rudyard",132,en,Scouts/Children's Literature/Category: Short Stories/Category: Children & Young Adult Reading/Category: Adventure/Category: British Literature/Nobel Prizes in Literature,Public domain in the USA.,TRUE
1939,A Gentleman of France: Being the Memoirs of Gaston de Bonne Sieur de Marsac,"Weyman, Stanley John",742,en,Historical Fiction/Category: Historical Novels/Category: Adventure/Category: Novels/Category: French Literature,Public domain in the USA.,TRUE
1951,The Coming Race,"Lytton, Edward Bulwer Lytton, Baron",761,en,Precursors of Science Fiction/Best Books Ever Listings/Category: Science-Fiction & Fantasy/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
1952,The Yellow Wallpaper,"Gilman, Charlotte Perkins",27,en,Gothic Fiction/Category: Short Stories/Category: American Literature,Public domain in the USA.,TRUE
2040,Confessions of an English Opium-Eater,"De Quincey, Thomas",797,en,Gothic Fiction/Category: Biographies/Category: British Literature/Category: Drugs/Alcohol/Pharmacology,Public domain in the USA.,TRUE
2041,The House of the Wolf: A Romance,"Weyman, Stanley John",742,en,Historical Fiction/Category: Historical Novels/Category: Romance/Category: Adventure/Category: French Literature,Public domain in the USA.,TRUE
2060,The History of Caliph Vathek,"Beckford, William",806,en,"Fantasy/Gothic Fiction/Category: Science-Fiction & Fantasy/Category: Novels/Category: Mythology, Legends & Folklore/Category: Classics of Literature/Category: British Literature",Public domain in the USA.,TRUE
2079,From the Memoirs of a Minister of France,"Weyman, Stanley John",742,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: French Literature,Public domain in the USA.,TRUE
2098,A Thief in the Night: A Book of Raffles' Adventures,"Hornung, E. W. (Ernest William)",364,en,"Crime Fiction/Category: Crime, Thrillers and Mystery/Category: Adventure/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
2145,Ben-Hur: A tale of the Christ,"Wallace, Lew",836,en,Historical Fiction/Movie Books/Category: Historical Novels/Category: Classics of Literature,Public domain in the USA.,TRUE
2160,The Expedition of Humphry Clinker,"Smollett, T. (Tobias)",838,en,"Historical Fiction/Best Books Ever Listings/Category: Humour/Category: Novels/Category: Essays, Letters & Speeches/Category: Travel Writing/Category: Classics of Literature/Category: British Literature",Public domain in the USA.,TRUE
2273,"Tom Swift and His Motor-Boat; Or, The Rivals of Lake Carlopa","Appleton, Victor",267,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
2276,The Private Memoirs and Confessions of a Justified Sinner,"Hogg, James",860,en,Best Books Ever Listings/Gothic Fiction/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
2306,"Uncle Remus, His Songs and His Sayings","Harris, Joel Chandler",868,en,"Children's Literature/Folklore/Category: Mythology, Legends & Folklore/Category: American Literature",Public domain in the USA.,TRUE
2509,The Lani People,"Bone, Jesse F. (Jesse Franklin)",946,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Novels,Public domain in the USA.,TRUE
2511,"The History of Henry Esmond, Esq., a Colonel in the Service of Her Majesty Queen Anne","Thackeray, William Makepeace",313,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
2554,Crime and Punishment,"Dostoyevsky, Fyodor",314,en,"Best Books Ever Listings/Crime Fiction/Harvard Classics/Category: Crime, Thrillers and Mystery/Category: Novels/Category: Classics of Literature/Category: Russian Literature",Public domain in the USA.,TRUE
2568,Trent's Last Case,"Bentley, E. C. (Edmund Clerihew)",968,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
2573,The Caged Lion,"Yonge, Charlotte M. (Charlotte Mary)",945,en,Historical Fiction/Category: Historical Novels/Category: British Literature,Public domain in the USA.,TRUE
2600,War and Peace,"Tolstoy, Leo, graf",136,en,Napoleonic(Bookshelf)/Opera/Historical Fiction/Best Books Ever Listings/Movie Books/Category: Historical Novels/Category: Novels/Category: Classics of Literature/Category: Russian Literature,Public domain in the USA.,TRUE
2609,The Vicomte de Bragelonne,"Dumas, Alexandre",492,en,Adventure/Historical Fiction/Movie Books/Category: Historical Novels/Category: Adventure/Category: Novels/Category: French Literature,Public domain in the USA.,TRUE
2609,The Vicomte de Bragelonne,"Maquet, Auguste",3930,en,Adventure/Historical Fiction/Movie Books/Category: Historical Novels/Category: Adventure/Category: Novels/Category: French Literature,Public domain in the USA.,TRUE
2688,The Clue of the Twisted Candle,"Wallace, Edgar",999,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels/Category: British Literature",Public domain in the USA.,TRUE
2726,Eight Cousins,"Alcott, Louisa May",102,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
2770,Five Little Peppers and How They Grew,"Sidney, Margaret",307,en,Children's Literature/Children's Book Series/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
2786,Jack and Jill,"Alcott, Louisa May",102,en,Children's Literature/Category: Children & Young Adult Reading/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
2804,"Rose in Bloom
A Sequel to ""Eight Cousins""","Alcott, Louisa May",102,en,Children's Literature/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
2853,Quo Vadis: A Narrative of the Time of Nero,"Sienkiewicz, Henryk",1052,en,"Historical Fiction/Movie Books/Bestsellers, American, 1895-1923/Category: Historical Novels/Category: Novels/Nobel Prizes in Literature",Public domain in the USA.,TRUE
2861,The Sleuth of St. James's Square,"Post, Melville Davisson",1055,en,"Detective Fiction/Category: Crime, Thrillers and Mystery/Category: Novels",Public domain in the USA.,TRUE
2866,Windsor Castle,"Ainsworth, William Harrison",1056,en,"Historical Fiction/Category: Historical Novels/Category: Mythology, Legends & Folklore/Category: British Literature",Public domain in the USA.,TRUE
2942,Two Penniless Princesses,"Yonge, Charlotte M. (Charlotte Mary)",945,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
3005,Tom Swift and His Airship,"Appleton, Victor",267,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure,Public domain in the USA.,TRUE
3048,The Little Duke: Richard the Fearless,"Yonge, Charlotte M. (Charlotte Mary)",945,en,Historical Fiction/Category: Historical Novels/Category: Children & Young Adult Reading/Category: British Literature,Public domain in the USA.,TRUE
3139,The Dove in the Eagle's Nest,"Yonge, Charlotte M. (Charlotte Mary)",945,en,Historical Fiction/Category: Historical Novels/Category: Novels/Category: German Literature,Public domain in the USA.,TRUE
3268,The Mysteries of Udolpho,"Radcliffe, Ann Ward",1147,en,"Italy/Gothic Fiction/Category: Romance/Category: Crime, Thrillers and Mystery/Category: Novels/Category: Classics of Literature/Category: British Literature",Public domain in the USA.,TRUE
3479,The Metal Monster,"Merritt, Abraham",403,en,Science Fiction/Category: Science-Fiction & Fantasy/Category: Adventure/Category: Novels,Public domain in the USA.,TRUE
3536,The Enchanted Castle,"Nesbit, E. (Edith)",407,en,Children's Literature/Children's Fiction/Category: Children & Young Adult Reading/Category: Science-Fiction & Fantasy/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
3674,"The Dragon and the Raven; Or, The Days of King Alfred","Henty, G. A. (George Alfred)",1032,en,Historical Fiction/Children's Fiction/Category: Historical Novels/Category: Adventure/Category: British Literature,Public domain in the USA.,TRUE
3760,"Sybil, Or, The Two Nations","Disraeli, Benjamin, Earl of Beaconsfield",1292,en,Historical Fiction/Category: Novels/Category: British Literature,Public domain in the USA.,TRUE
3777,"Tom Swift and His Electric Rifle; Or, Daring Adventures in Elephant Land","Appleton, Victor",267,en,Children's Book Series/Category: Children & Young Adult Reading/Category: Adventure/Category: Novels/Category: American Literature,Public domain in the USA.,TRUE
